"ensembl_gene_id","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol"
"AT4G13505",NA,"4",7858000,47.78,2,"lncRNA",1891,"","","","","",""
"AT1G04157",NA,"1",742298,37.78,1,"lncRNA",224,"","","","","",""
"AT1G05143",NA,"1",5178738,30.94,1,"lncRNA",264,"","","","","",""
"AT4G26542",NA,"4",13395415,46.92,1,"lncRNA",2763,"","","","","",""
"AT3G02485",NA,"3",3907408,43.85,2,"lncRNA",893,"","","","","",""
"AT5G04375",NA,"5",9618044,41.78,1,"lncRNA",291,"","","","","",""
"AT3G03975",NA,"3",7230311,40.1,1,"lncRNA",201,"","","","","",""
"AT1G07697",NA,"1",18867704,39.38,1,"lncRNA",385,"","","","","",""
"AT5G08920",NA,"5",23974483,41.34,1,"lncRNA",1586,"","","","","",""
"AT2G09740",NA,"2",19137869,39.71,1,"lncRNA",490,"","","","","",""
"AT1G07813",NA,"1",19569158,44.99,1,"lncRNA",388,"","","","","",""
"AT2G14115",NA,"2",5953196,39.45,1,"lncRNA",843,"","","","","",""
"AT5G09030",NA,"5",24901362,40.25,1,"lncRNA",1738,"","","","","",""
"AT1G04073",NA,"1",304481,41.2,1,"lncRNA",232,"","","","","",""
"AT2G07275",NA,"2",8728701,43.76,1,"lncRNA",552,"","","","","",""
"AT1G05557",NA,"1",7094008,39.45,1,"lncRNA",658,"","","","","",""
"AT1G05873",NA,"1",8613169,49.04,1,"lncRNA",884,"","","","","",""
"AT5G07015",NA,"5",19309153,44.67,1,"lncRNA",440,"","","","","",""
"AT2G08060",NA,"2",10576287,47.08,1,"lncRNA",479,"","","","","",""
"AT4G37432",NA,"4",17596973,43.13,2,"lncRNA",1956,"","","","","",""
"AT5G44562",NA,"5",17947617,37.34,1,"lncRNA",781,"","","","","",""
"AT1G04053",NA,"1",275473,39.2,1,"lncRNA",846,"","","","","",""
"AT1G05267",NA,"1",5757508,36.03,1,"lncRNA",876,"","","","","",""
"AT1G60545",NA,"1",22302306,41.91,4,"lncRNA",2936,"","","","","",""
"AT5G05435",NA,"5",1606377,35.98,6,"lncRNA",1361,"","","","","",""
"AT5G01675",NA,"5",3173371,34.08,6,"lncRNA",6229,"","","","","",""
"AT5G02875",NA,"5",5987489,33.83,1,"lncRNA",404,"","","","","",""
"AT3G01202",NA,"3",69854,43.79,1,"lncRNA",1561,"","","","","",""
"AT1G07653",NA,"1",18727554,31.54,1,"lncRNA",297,"","","","","",""
"AT3G04135",NA,"3",7582475,44.98,1,"lncRNA",228,"","","","","",""
"AT2G09305",NA,"2",17401171,37.78,2,"lncRNA",1529,"","","","","",""
"AT1G09257",NA,"1",26933746,42.59,1,"lncRNA",741,"","","","","",""
"AT2G09805",NA,"2",19366758,40.04,1,"lncRNA",516,"","","","","",""
"AT3G27990",NA,"3",10392571,38.59,4,"lncRNA",5664,"","","","","",""
"AT2G08000",NA,"2",10344296,43.73,1,"lncRNA",1227,"","","","","",""
"AT5G03825",NA,"5",8520898,36.29,1,"lncRNA",349,"","","","","",""
"AT5G09385",NA,"5",26176128,39.53,1,"lncRNA",252,"","","","","",""
"AT1G04913",NA,"1",4011060,30.88,1,"lncRNA",433,"","","","","",""
"AT2G08815",NA,"2",15359785,36.54,1,"lncRNA",352,"","","","","",""
"AT4G06215",NA,"4",8425991,33.87,1,"lncRNA",374,"","","","","",""
"AT1G69572",NA,"1",26161551,40.61,3,"lncRNA",1240,"","","","","",""
"AT1G74545",NA,"1",28013118,41.01,2,"lncRNA",2708,"","","","","",""
"AT1G09907",NA,"1",29992705,27.61,1,"lncRNA",354,"","","","","",""
"AT4G07365",NA,"4",12913299,29.85,1,"lncRNA",200,"","","","","",""
"AT5G03255",NA,"5",7104031,43.09,1,"lncRNA",2935,"","","","","",""
"AT1G07753",NA,"1",19117681,46.4,1,"lncRNA",889,"","","","","",""
"AT1G05297",NA,"1",5857935,35.61,1,"lncRNA",336,"","","","","",""
"AT1G08567",NA,"1",23254364,29.06,1,"lncRNA",350,"","","","","",""
"AT1G09003",NA,"1",25772220,39.84,1,"lncRNA",255,"","","","","",""
"AT2G08575",NA,"2",14151929,35.06,1,"lncRNA",732,"","","","","",""
"AT3G07885",NA,"3",17831288,42.07,1,"lncRNA",491,"","","","","",""
"AT1G04437",NA,"1",1764573,35.02,1,"lncRNA",256,"","","","","",""
"AT1G05523",NA,"1",6957968,39.07,1,"lncRNA",1156,"","","","","",""
"AT2G09430",NA,"2",17968981,39.26,1,"lncRNA",781,"","","","","",""
"AT3G08235",NA,"3",19324711,38.94,1,"lncRNA",207,"","","","","",""
"AT2G04125",NA,"2",388080,34.19,1,"lncRNA",233,"","","","","",""
"AT5G01545",NA,"5",2664956,37.14,1,"lncRNA",419,"","","","","",""
"AT1G05562",NA,"1",1645300,41.99,1,"lncRNA",2135,"","","","","",""
"AT4G40085",NA,"4",18579194,39.1,3,"lncRNA",1508,"","","","","",""
"AT5G38212",NA,"5",15260664,39.33,3,"lncRNA",4955,"","","","","",""
"AT4G03845",NA,"4",447309,35.32,1,"lncRNA",268,"","","","","",""
"AT5G03875",NA,"5",8644914,34.67,1,"lncRNA",348,"","","","","",""
"AT2G06525",NA,"2",6934523,37.64,1,"lncRNA",270,"","","","","",""
"AT5G08175",NA,"5",22054872,43.31,1,"lncRNA",343,"","","","","",""
"AT5G49152",NA,"5",19924322,38.69,2,"lncRNA",5055,"","","","","",""
"AT2G35637",NA,"2",14982534,40.37,3,"lncRNA",1805,"","","","","",""
"AT2G07805",NA,"2",9604211,41.01,1,"lncRNA",277,"","","","","",""
"AT1G13448",NA,"1",4612243,35.95,1,"lncRNA",686,"","","","","",""
"AT5G03668",NA,"5",947101,38.08,1,"lncRNA",1866,"","","","","",""
"AT2G07335",NA,"2",8927868,43.88,1,"lncRNA",1731,"","","","","",""
"AT1G74205",NA,"1",27909074,37.53,2,"lncRNA",945,"","","","","",""
"AT1G04973",NA,"1",4367768,35.4,1,"lncRNA",725,"","","","","",""
"AT1G09453",NA,"1",27967724,40.36,1,"lncRNA",933,"","","","","",""
"AT3G03385",NA,"3",5760198,47.07,1,"lncRNA",392,"","","","","",""
"AT1G07128",NA,"1",2187566,41.75,1,"lncRNA",1168,"","","","","",""
"AT1G05333",NA,"1",6131064,41.36,2,"lncRNA",4281,"","","","","",""
"AT1G05687",NA,"1",7680822,41.81,1,"lncRNA",841,"","","","","",""
"AT1G09617",NA,"1",28639806,36.29,1,"lncRNA",699,"","","","","",""
"AT1G08003",NA,"1",20452085,52.7,1,"lncRNA",221,"","","","","",""
"AT3G07355",NA,"3",16979325,36.16,1,"lncRNA",223,"","","","","",""
"AT2G06615",NA,"2",7074714,32.35,1,"lncRNA",203,"","","","","",""
"AT2G45315",NA,"2",18682089,41.43,3,"lncRNA",1983,"","","","","",""
"AT1G04833",NA,"1",3681804,43.06,1,"lncRNA",2347,"","","","","",""
"AT5G01945",NA,"5",4011615,36.56,1,"lncRNA",226,"","","","","",""
"AT3G03895",NA,"3",6870907,35.35,1,"lncRNA",395,"","","","","",""
"AT1G04503",NA,"1",2076515,44.42,1,"lncRNA",483,"","","","","",""
"AT1G06717",NA,"1",12358198,35.93,1,"lncRNA",333,"","","","","",""
"AT2G08750",NA,"2",14998444,40.78,1,"lncRNA",308,"","","","","",""
"AT2G07345",NA,"2",8988633,37.09,1,"lncRNA",212,"","","","","",""
"AT5G41612",NA,"5",16638352,43.34,2,"lncRNA",2955,"","","","","",""
"AT1G72855",NA,"1",27416114,42.11,4,"lncRNA",3008,"","","","","",""
"AT4G06395",NA,"4",9260558,43.53,1,"lncRNA",424,"","","","","",""
"AT2G08730",NA,"2",14899911,41.19,1,"lncRNA",686,"","","","","",""
"AT1G07637",NA,"1",18686899,34.27,1,"lncRNA",247,"","","","","",""
"AT3G09305",NA,"3",22152185,37.59,1,"lncRNA",265,"","","","","",""
"AT5G00780",NA,"5",222511,38.65,3,"lncRNA",1523,"","","","","",""
"AT1G04647",NA,"1",2620439,49.37,1,"lncRNA",1107,"","","","","",""
"AT1G04537",NA,"1",2155213,44.88,1,"lncRNA",409,"","","","","",""
"AT4G26795",NA,"4",13487209,38.66,7,"lncRNA",2428,"","","","","",""
"AT1G29785",NA,"1",10426779,38.73,3,"lncRNA",2364,"","","","","",""
"AT5G02455",NA,"5",5153720,32.07,1,"lncRNA",448,"","","","","",""
"AT1G06083",NA,"1",9483441,37.9,1,"lncRNA",313,"","","","","",""
"AT2G09560",NA,"2",18499560,38.35,1,"lncRNA",205,"","","","","",""
"AT3G13061",NA,"3",4183099,40.97,1,"lncRNA",785,"","","","","",""
"AT4G06745",NA,"4",9920124,38.4,1,"lncRNA",387,"","","","","",""
"AT1G18415",NA,"1",6342940,41.68,2,"lncRNA",2847,"","","","","",""
"AT3G01895",NA,"3",2143531,45.45,1,"lncRNA",384,"","","","","",""
"AT3G46668",NA,"3",17191668,40.15,1,"lncRNA",2776,"","","","","",""
"AT3G09815",NA,"3",23150247,36.39,1,"lncRNA",359,"","","","","",""
"AT5G09395",NA,"5",26198122,44.17,1,"lncRNA",1792,"","","","","",""
"AT3G03702",NA,"3",916306,38.3,5,"lncRNA",2581,"","","","","",""
"AT4G27852",NA,"4",13872023,40,4,"lncRNA",1884,"","","","","",""
"AT5G08820",NA,"5",23521073,43.87,1,"lncRNA",1109,"","","","","",""
"AT1G07743",NA,"1",19052719,34.16,1,"lncRNA",1012,"","","","","",""
"AT4G03985",NA,"4",733149,50.55,1,"lncRNA",270,"","","","","",""
"AT4G07165",NA,"4",12314032,43.84,1,"lncRNA",462,"","","","","",""
"AT4G08925",NA,"4",16341960,35.83,1,"lncRNA",306,"","","","","",""
"AT3G09155",NA,"3",21739353,34.93,1,"lncRNA",563,"","","","","",""
"AT5G64572",NA,"5",25810298,46.94,1,"lncRNA",1435,"","","","","",""
"AT2G09905",NA,"2",19484345,46.87,1,"lncRNA",334,"","","","","",""
"AT1G04853",NA,"1",3874538,34.08,1,"lncRNA",357,"","","","","",""
"AT1G07807",NA,"1",19563480,38.62,1,"lncRNA",333,"","","","","",""
"AT1G04417",NA,"1",1719300,33.89,1,"lncRNA",359,"","","","","",""
"AT5G00820",NA,"5",424426,41.94,1,"lncRNA",278,"","","","","",""
"AT1G67792",NA,"1",25417378,39.79,4,"lncRNA",2874,"","","","","",""
"AT3G08405",NA,"3",20178471,32.71,1,"lncRNA",265,"","","","","",""
"AT5G09535",NA,"5",26386705,41.72,1,"lncRNA",452,"","","","","",""
"AT1G05207",NA,"1",5447212,41.62,1,"lncRNA",357,"","","","","",""
"AT5G63195",NA,"5",25346729,43.24,1,"lncRNA",1657,"","","","","",""
"AT1G06573",NA,"1",11738297,35.19,1,"lncRNA",1022,"","","","","",""
"AT4G07290",NA,"4",12789033,33.94,1,"lncRNA",435,"","","","","",""
"AT5G00880",NA,"5",648062,47.38,1,"lncRNA",476,"","","","","",""
"AT2G08480",NA,"2",13558573,42.74,1,"lncRNA",591,"","","","","",""
"AT4G09432",NA,"4",5972915,41.91,2,"lncRNA",2280,"","","","","",""
"AT4G20362",NA,"4",10989908,42.06,1,"lncRNA",2334,"","","","","",""
"AT2G08405",NA,"2",13041977,44.52,1,"lncRNA",419,"","","","","",""
"AT1G08592",NA,"1",2718616,43.55,2,"lncRNA",3294,"","","","","",""
"AT5G03975",NA,"5",8857370,33.78,1,"lncRNA",298,"","","","","",""
"AT5G65575",NA,"5",26206613,36.82,3,"lncRNA",1368,"","","","","",""
"AT4G04035",NA,"4",842657,37.2,1,"lncRNA",378,"","","","","",""
"AT4G09375",NA,"4",17311769,29.93,1,"lncRNA",460,"","","","","",""
"AT5G04005",NA,"5",8881711,40.92,1,"lncRNA",368,"","","","","",""
"AT1G09223",NA,"1",26861970,33.18,1,"lncRNA",219,"","","","","",""
"AT1G05773",NA,"1",8079512,33.88,1,"lncRNA",483,"","","","","",""
"AT1G05183",NA,"1",5402553,42.97,1,"lncRNA",1300,"","","","","",""
"AT1G08803",NA,"1",24558112,42.79,1,"lncRNA",200,"","","","","",""
"AT1G07733",NA,"1",19051674,38.55,1,"lncRNA",248,"","","","","",""
"AT3G08635",NA,"3",20794718,30.56,1,"lncRNA",287,"","","","","",""
"AT3G07925",NA,"3",17891635,40.95,1,"lncRNA",629,"","","","","",""
"AT1G79529",NA,"1",29915662,39.25,1,"lncRNA",748,"","","","","",""
"AT1G04183",NA,"1",845677,43.7,1,"lncRNA",2006,"","","","","",""
"AT5G48775",NA,"5",19772844,41.57,4,"lncRNA",4387,"","","","","",""
"AT1G08267",NA,"1",22026927,35.95,1,"lncRNA",241,"","","","","",""
"AT1G18735",NA,"1",6461367,37.67,1,"lncRNA",960,"","","","","",""
"AT1G04513",NA,"1",2089765,47.32,1,"lncRNA",1100,"","","","","",""
"AT4G06870",NA,"4",10454142,46.36,1,"lncRNA",219,"","","","","",""
"AT5G09185",NA,"5",25670435,50.57,1,"lncRNA",264,"","","","","",""
"AT5G03835",NA,"5",8530939,38.97,1,"lncRNA",289,"","","","","",""
"AT4G28652",NA,"4",14144675,46.52,1,"lncRNA",2742,"","","","","",""
"AT2G09975",NA,"2",19637400,51.44,1,"lncRNA",555,"","","","","",""
"AT1G26208",NA,"1",9065955,37.2,6,"lncRNA",5513,"","","","","",""
"AT1G07983",NA,"1",20415048,45,1,"lncRNA",239,"","","","","",""
"AT5G06395",NA,"5",17170305,46.72,1,"lncRNA",883,"","","","","",""
"AT3G09625",NA,"3",22702892,34.8,1,"lncRNA",226,"","","","","",""
"AT2G16245",NA,"2",7039677,43.45,1,"lncRNA",915,"","","","","",""
"AT4G07855",NA,"4",13743303,41.64,2,"lncRNA",2768,"","","","","",""
"AT1G05367",NA,"1",6208146,33.23,1,"lncRNA",315,"","","","","",""
"AT1G06753",NA,"1",12550564,29.02,1,"lncRNA",416,"","","","","",""
"AT1G05703",NA,"1",7772133,32.22,1,"lncRNA",449,"","","","","",""
"AT4G07065",NA,"4",11777849,37.6,1,"lncRNA",241,"","","","","",""
"AT2G09895",NA,"2",19445346,41.7,1,"lncRNA",270,"","","","","",""
"AT2G04145",NA,"2",390175,37.14,1,"lncRNA",279,"","","","","",""
"AT3G07835",NA,"3",17698204,44.14,1,"lncRNA",323,"","","","","",""
"AT1G71528",NA,"1",26939500,41.96,4,"lncRNA",3452,"","","","","",""
"AT1G09637",NA,"1",28782714,37.96,1,"lncRNA",244,"","","","","",""
"AT1G05787",NA,"1",8197543,35.34,1,"lncRNA",565,"","","","","",""
"AT2G24755",NA,"2",10541727,36.93,4,"lncRNA",7766,"","","","","",""
"AT2G13665",NA,"2",5692090,39,3,"lncRNA",940,"","","","","",""
"AT2G05255",NA,"2",3348153,42.64,1,"lncRNA",332,"","","","","",""
"AT3G52072",NA,"3",19312062,38.76,7,"lncRNA",2623,"","","","","",""
"AT3G08360",NA,"3",19874222,39.61,1,"lncRNA",355,"","","","","",""
"AT3G06725",NA,"3",15837740,40.09,1,"lncRNA",211,"","","","","",""
"AT2G04195",NA,"2",541041,37.13,1,"lncRNA",201,"","","","","",""
"AT1G08613",NA,"1",23514852,35.14,1,"lncRNA",295,"","","","","",""
"AT3G04265",NA,"3",7901643,31.33,1,"lncRNA",248,"","","","","",""
"AT1G07447",NA,"1",17604718,37.69,1,"lncRNA",458,"","","","","",""
"AT1G04943",NA,"1",4191063,37.38,1,"lncRNA",205,"","","","","",""
"AT1G06373",NA,"1",10954288,33.25,1,"lncRNA",423,"","","","","",""
"AT4G07815",NA,"4",13716419,42.22,1,"lncRNA",314,"","","","","",""
"AT5G08765",NA,"5",23367818,32.93,1,"lncRNA",576,"","","","","",""
"AT5G07805",NA,"5",21023739,33.14,1,"lncRNA",506,"","","","","",""
"AT2G08990",NA,"2",16289180,35.82,1,"lncRNA",387,"","","","","",""
"AT2G07595",NA,"2",9549923,38.16,1,"lncRNA",455,"","","","","",""
"AT2G09135",NA,"2",16819327,39.26,1,"lncRNA",269,"","","","","",""
"AT5G03485",NA,"5",7611995,35.54,1,"lncRNA",241,"","","","","",""
"AT1G09597",NA,"1",28495429,40.34,1,"lncRNA",237,"","","","","",""
"AT3G02625",NA,"3",4138128,37.31,1,"lncRNA",527,"","","","","",""
"AT4G03815",NA,"4",426053,44.61,1,"lncRNA",342,"","","","","",""
"AT3G05965",NA,"3",11731603,27.1,1,"lncRNA",309,"","","","","",""
"AT1G07317",NA,"1",17278482,37.77,1,"lncRNA",277,"","","","","",""
"AT3G07965",NA,"3",17960100,38.4,1,"lncRNA",525,"","","","","",""
"AT4G05205",NA,"4",3758734,47.2,1,"lncRNA",552,"","","","","",""
"AT5G03525",NA,"5",7614153,36.25,1,"lncRNA",250,"","","","","",""
"AT2G06395",NA,"2",6647428,43.97,1,"lncRNA",397,"","","","","",""
"AT3G07765",NA,"3",17495615,28.8,1,"lncRNA",249,"","","","","",""
"AT1G06443",NA,"1",11300618,35.53,1,"lncRNA",348,"","","","","",""
"AT5G07115",NA,"5",19625247,38.72,1,"lncRNA",389,"","","","","",""
"AT1G06427",NA,"1",11169645,38.31,1,"lncRNA",414,"","","","","",""
"AT1G05117",NA,"1",5051298,37.5,1,"lncRNA",263,"","","","","",""
"AT2G09755",NA,"2",19186764,29.5,1,"lncRNA",382,"","","","","",""
"AT1G04967",NA,"1",4338942,36.65,1,"lncRNA",381,"","","","","",""
"AT5G02425",NA,"5",5045301,38.94,1,"lncRNA",677,"","","","","",""
"AT3G05735",NA,"3",11368423,39.46,1,"lncRNA",630,"","","","","",""
"AT1G04137",NA,"1",559735,32.3,1,"lncRNA",516,"","","","","",""
"AT1G09503",NA,"1",28056529,36.21,1,"lncRNA",242,"","","","","",""
"AT5G02485",NA,"5",5216103,36.86,1,"lncRNA",368,"","","","","",""
"AT5G06455",NA,"5",17285168,43.75,1,"lncRNA",255,"","","","","",""
"AT3G06525",NA,"3",15080447,38.1,1,"lncRNA",209,"","","","","",""
"AT2G04835",NA,"2",1767352,39.2,1,"lncRNA",374,"","","","","",""
"AT1G07597",NA,"1",18434871,39.1,1,"lncRNA",311,"","","","","",""
"AT5G09825",NA,"5",26805478,38.96,1,"lncRNA",384,"","","","","",""
"AT3G04365",NA,"3",8154990,29.49,1,"lncRNA",216,"","","","","",""
"AT2G05005",NA,"2",2212505,37.25,1,"lncRNA",305,"","","","","",""
"AT3G03165",NA,"3",5380310,45.08,1,"lncRNA",416,"","","","","",""
"AT3G04335",NA,"3",8133289,36.18,1,"lncRNA",444,"","","","","",""
"AT1G07617",NA,"1",18634833,34.51,1,"lncRNA",538,"","","","","",""
"AT1G08393",NA,"1",22728734,39.54,1,"lncRNA",305,"","","","","",""
"AT5G06635",NA,"5",18109980,45.05,1,"lncRNA",201,"","","","","",""
"AT2G08365",NA,"2",12866937,36.29,1,"lncRNA",247,"","","","","",""
"AT1G08553",NA,"1",23219062,39.76,1,"lncRNA",331,"","","","","",""
"AT3G08345",NA,"3",19818658,36.92,1,"lncRNA",213,"","","","","",""
"AT1G08977",NA,"1",25612601,38.16,1,"lncRNA",282,"","","","","",""
"AT5G00790",NA,"5",288329,36.59,1,"lncRNA",245,"","","","","",""
"AT5G03515",NA,"5",7612881,34.33,1,"lncRNA",733,"","","","","",""
"AT3G03655",NA,"3",6246179,34.25,1,"lncRNA",510,"","","","","",""
"AT4G04065",NA,"4",948994,46.01,1,"lncRNA",375,"","","","","",""
"AT3G03285",NA,"3",5552692,33.81,1,"lncRNA",422,"","","","","",""
"AT4G06065",NA,"4",7809070,34.15,1,"lncRNA",368,"","","","","",""
"AT2G09180",NA,"2",17006644,45.82,1,"lncRNA",274,"","","","","",""
"AT1G09767",NA,"1",29296514,29.59,1,"lncRNA",337,"","","","","",""
"AT2G05495",NA,"2",3937934,27.91,1,"lncRNA",214,"","","","","",""
"AT4G08915",NA,"4",16321985,35.29,1,"lncRNA",271,"","","","","",""
"AT5G07865",NA,"5",21159576,45.79,1,"lncRNA",355,"","","","","",""
"AT3G02155",NA,"3",2854264,43.06,1,"lncRNA",215,"","","","","",""
"AT4G07020",NA,"4",11463416,38.51,1,"lncRNA",308,"","","","","",""
"AT3G08875",NA,"3",21185519,39.2,1,"lncRNA",249,"","","","","",""
"AT5G06875",NA,"5",18903952,35.14,1,"lncRNA",386,"","","","","",""
"AT3G05275",NA,"3",10236808,37.04,1,"lncRNA",215,"","","","","",""
"AT1G06603",NA,"1",11813292,36,1,"lncRNA",299,"","","","","",""
"AT4G03875",NA,"4",630579,49.77,1,"lncRNA",216,"","","","","",""
"AT1G07723",NA,"1",18956707,33.33,1,"lncRNA",218,"","","","","",""
"AT5G07995",NA,"5",21692759,32.38,1,"lncRNA",314,"","","","","",""
"AT5G01045",NA,"5",1562443,38.7,1,"lncRNA",459,"","","","","",""
"AT5G08585",NA,"5",22887447,42.86,1,"lncRNA",209,"","","","","",""
"AT1G08587",NA,"1",23365725,37.38,1,"lncRNA",205,"","","","","",""
"AT3G09525",NA,"3",22555643,40.92,1,"lncRNA",1463,"","","","","",""
"AT2G07885",NA,"2",9850973,39.63,1,"lncRNA",592,"","","","","",""
"AT4G06890",NA,"4",10600216,37.5,1,"lncRNA",207,"","","","","",""
"AT1G07793",NA,"1",19430505,35.97,1,"lncRNA",505,"","","","","",""
"AT4G06005",NA,"4",7679151,38.27,1,"lncRNA",242,"","","","","",""
"AT4G09125",NA,"4",16744983,39.23,1,"lncRNA",208,"","","","","",""
"AT4G09885",NA,"4",18391845,33.94,1,"lncRNA",491,"","","","","",""
"AT5G05235",NA,"5",13741146,39.29,1,"lncRNA",251,"","","","","",""
"AT5G05445",NA,"5",14742224,38.82,1,"lncRNA",236,"","","","","",""
"AT3G07495",NA,"3",17172472,36.48,1,"lncRNA",243,"","","","","",""
"AT5G08165",NA,"5",22012708,33.44,1,"lncRNA",322,"","","","","",""
"AT5G03935",NA,"5",8726738,36.69,1,"lncRNA",337,"","","","","",""
"AT3G08310",NA,"3",19644660,29.55,1,"lncRNA",263,"","","","","",""
"AT1G07133",NA,"1",15943877,36.29,1,"lncRNA",382,"","","","","",""
"AT5G07445",NA,"5",20176062,48.59,1,"lncRNA",283,"","","","","",""
"AT5G02015",NA,"5",4202662,29.96,1,"lncRNA",266,"","","","","",""
"AT2G09170",NA,"2",16985455,36.52,1,"lncRNA",281,"","","","","",""
"AT4G06860",NA,"4",10391031,37.68,1,"lncRNA",421,"","","","","",""
"AT4G06345",NA,"4",9048035,44.17,1,"lncRNA",239,"","","","","",""
"AT3G04385",NA,"3",8232927,44.87,1,"lncRNA",262,"","","","","",""
"AT2G03885",NA,"2",72282,39.3,1,"lncRNA",340,"","","","","",""
"AT2G08465",NA,"2",13507321,36.31,1,"lncRNA",368,"","","","","",""
"AT2G08355",NA,"2",12774478,29.29,1,"lncRNA",296,"","","","","",""
"AT1G06123",NA,"1",9800635,32.54,1,"lncRNA",208,"","","","","",""
"AT4G05895",NA,"4",6995032,40.58,1,"lncRNA",307,"","","","","",""
"AT1G08007",NA,"1",20484709,29.04,1,"lncRNA",426,"","","","","",""
"AT3G03035",NA,"3",5125409,37.58,1,"lncRNA",989,"","","","","",""
"AT5G08975",NA,"5",24482215,46.29,1,"lncRNA",606,"","","","","",""
"AT3G01285",NA,"3",864583,39.58,1,"lncRNA",282,"","","","","",""
"AT1G07337",NA,"1",17314501,31.18,1,"lncRNA",679,"","","","","",""
"AT1G09013",NA,"1",25848544,31.54,1,"lncRNA",259,"","","","","",""
"AT5G05875",NA,"5",15603871,42.82,1,"lncRNA",347,"","","","","",""
"AT3G06285",NA,"3",13313727,35.55,1,"lncRNA",255,"","","","","",""
"AT3G06055",NA,"3",12242269,45.89,1,"lncRNA",206,"","","","","",""
"AT4G08975",NA,"4",16424445,36.84,1,"lncRNA",227,"","","","","",""
"AT1G08703",NA,"1",23966435,32.11,1,"lncRNA",326,"","","","","",""
"AT4G06105",NA,"4",7881921,36.2,1,"lncRNA",220,"","","","","",""
"AT3G04245",NA,"3",7819325,34.56,1,"lncRNA",271,"","","","","",""
"AT3G05605",NA,"3",10951458,32.67,1,"lncRNA",299,"","","","","",""
"AT2G09955",NA,"2",19563452,39.48,1,"lncRNA",612,"","","","","",""
"AT1G08403",NA,"1",22741575,37.19,1,"lncRNA",241,"","","","","",""
"AT5G04715",NA,"5",10285315,40,1,"lncRNA",514,"","","","","",""
"AT4G07985",NA,"4",13967391,39.17,1,"lncRNA",313,"","","","","",""
"AT3G09605",NA,"3",22672810,33.04,1,"lncRNA",229,"","","","","",""
"AT2G08075",NA,"2",10591327,37.62,1,"lncRNA",209,"","","","","",""
"AT1G05177",NA,"1",5396178,37.67,1,"lncRNA",453,"","","","","",""
"AT2G04085",NA,"2",289115,42.79,1,"lncRNA",637,"","","","","",""
"AT1G05413",NA,"1",6449436,34.15,1,"lncRNA",245,"","","","","",""
"AT1G06023",NA,"1",9257086,38.41,1,"lncRNA",314,"","","","","",""
"AT4G05425",NA,"4",5299016,43.39,1,"lncRNA",347,"","","","","",""
"AT1G09343",NA,"1",27437638,36.36,1,"lncRNA",208,"","","","","",""
"AT1G05793",NA,"1",8205161,37.1,1,"lncRNA",220,"","","","","",""
"AT5G00985",NA,"5",1343271,37.97,1,"lncRNA",394,"","","","","",""
"AT1G09123",NA,"1",26308149,34.05,1,"lncRNA",278,"","","","","",""
"AT4G03535",NA,"4",87717,38.55,1,"lncRNA",759,"","","","","",""
"AT3G01655",NA,"3",1620504,36.84,1,"lncRNA",284,"","","","","",""
"AT2G08545",NA,"2",13911531,39.38,1,"lncRNA",319,"","","","","",""
"AT1G07417",NA,"1",17588215,32.53,1,"lncRNA",248,"","","","","",""
"AT3G01105",NA,"3",421838,33.78,1,"lncRNA",591,"","","","","",""
"AT5G04205",NA,"5",9165938,38.91,1,"lncRNA",657,"","","","","",""
"AT3G04565",NA,"3",8490850,36.45,1,"lncRNA",523,"","","","","",""
"AT2G09265",NA,"2",17260898,39.66,1,"lncRNA",347,"","","","","",""
"AT5G00795",NA,"5",318153,38.98,1,"lncRNA",253,"","","","","",""
"AT3G06855",NA,"3",16128294,46.17,1,"lncRNA",430,"","","","","",""
"AT3G04325",NA,"3",8104127,34.99,1,"lncRNA",522,"","","","","",""
"AT5G04865",NA,"5",10860774,32.98,1,"lncRNA",381,"","","","","",""
"AT1G07383",NA,"1",17441718,34.78,1,"lncRNA",344,"","","","","",""
"AT1G07353",NA,"1",17348023,39.68,1,"lncRNA",556,"","","","","",""
"AT5G08945",NA,"5",24132076,35.44,1,"lncRNA",315,"","","","","",""
"AT3G06185",NA,"3",12642864,38.24,1,"lncRNA",271,"","","","","",""
"AT2G08220",NA,"2",11953652,34.76,1,"lncRNA",1561,"","","","","",""
"AT1G05597",NA,"1",7225309,43.93,1,"lncRNA",279,"","","","","",""
"AT1G06133",NA,"1",9882237,35.51,1,"lncRNA",213,"","","","","",""
"AT5G08665",NA,"5",22994477,39.76,1,"lncRNA",248,"","","","","",""
"AT1G07787",NA,"1",19428079,32.45,1,"lncRNA",301,"","","","","",""
"AT1G09117",NA,"1",26281566,38.61,1,"lncRNA",201,"","","","","",""
"AT3G03835",NA,"3",6795899,40.97,1,"lncRNA",370,"","","","","",""
"AT5G05415",NA,"5",14740599,37.32,1,"lncRNA",275,"","","","","",""
"AT1G04313",NA,"1",1444692,37.64,1,"lncRNA",347,"","","","","",""
"AT3G05705",NA,"3",11107628,42.44,1,"lncRNA",204,"","","","","",""
"AT4G08365",NA,"4",15033619,42.55,1,"lncRNA",281,"","","","","",""
"AT3G06605",NA,"3",15338216,33.86,1,"lncRNA",439,"","","","","",""
"AT4G05920",NA,"4",7081238,33.84,1,"lncRNA",395,"","","","","",""
